source_material_id,ref_code_seq,ref_code,nucl_acid_ext,nucl_acid_amp,lib_reads_seqd,lib_layout,target_gene,target_subfragment,ampl_size,pcr_primers,mid,adapters,pcr_cond,seq_quality_check,seq_meth,dna_conc,dna_conc_method,dna_quant,analysis,run,reads_name,mock_pr,mock_eu,source_mat_id_an,url_seq,sop_seq
EMOBON_EMT21_Wa_211216_3um_2,DBB_AADY,EMOBON00149,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,86395086,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,3.13,NA,294.2,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AADYOSDA_2_HVWGWDSX5.UDI153,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_EMT21_Wa_211216_0.2um_1,DBB_AADZ,EMOBON00150,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,78759259,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,10.39,NA,1028.6,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AADZOSDA_1_HVWGWDSX5.UDI146,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_EMT21_Wa_211216_0.2um_2,DBB_AAEA,EMOBON00151,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,60924989,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,6.21,NA,614.8,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEAOSDA_1_HVWGWDSX5.UDI158,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_EMT21_Wa_211216_0.2um_blank,DBB_AAEU,EMOBON00152,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_EMT21_Wa_211216_3um_blank,DBB_AAEV,EMOBON00153,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_MBAL4_Wa_211103_3um_1,DBB_AAEB,EMOBON00154,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,63945108,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,15.1,NA,1494.9,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEBOSDA_2_HVWGWDSX5.UDI170,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_MBAL4_Wa_211103_3um_2,DBB_AAEC,EMOBON00155,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,69441383,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,16.3,NA,1613.7,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAECOSDA_2_HVWGWDSX5.UDI182,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_MBAL4_Wa_211103_0.2um_1,DBB_AAED,EMOBON00156,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,73772652,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,40.4,NA,3999.6,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEDOSDA_1_HVWGWDSX5.UDI099,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_MBAL4_Wa_211103_0.2um_2,DBB_AAEE,EMOBON00157,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,70876945,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,26.1,NA,2583.9,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEEOSDA_1_HVWGWDSX5.UDI111,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_MBAL4_Wa_211216_3um_1,DBB_AAEF,EMOBON00158,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,62059015,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,3.28,NA,324.7,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEFOSDA_2_HVWGWDSX5.UDI165,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_MBAL4_Wa_211216_3um_2,DBB_AAEG,EMOBON00159,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,67266327,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,5.84,NA,595.7,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEGOSDA_2_HVWGWDSX5.UDI123,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_MBAL4_Wa_211216_0.2um_1,DBB_AAEH,EMOBON00160,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,72068691,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,9.57,NA,976.1,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEHOSDA_1_HVWGWDSX5.UDI135,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_MBAL4_Wa_211216_0.2um_2,DBB_AAEI,EMOBON00161,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,62150387,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,27.2,NA,2584,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEIOSDA_1_HVWGWDSX5.UDI147,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_AAOT_Wa_211015_3um_1,DBB_AAEJ,EMOBON00162,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,54988835,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,4.48,NA,457,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEJOSDA_2_HVWGWDSX5.UDI177,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_AAOT_Wa_211015_3um_2,DBB_AAEK,EMOBON00163,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,60807176,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:11,basic Genoscope QC,Illumina NovaSeq 6000,1.205,NA,116.9,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEKOSDA_2_HVWGWDSX5.UDI214,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_AAOT_Wa_211015_0.2um_1,DBB_AAEL,EMOBON00164,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,75835432,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,11.4,NA,1379.4,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAELOSDA_1_HVWGWDSX5.UDI159,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_AAOT_Wa_211015_0.2um_2,DBB_AAEM,EMOBON00165,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,57302796,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,7.115,NA,804,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEMOSDA_1_HVWGWDSX5.UDI171,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_AAOT_Wa_211214_3um_1,DBB_AAEN,EMOBON00166,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,64129553,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,4.88,NA,536.8,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAENOSDA_2_HVWGWDSX5.UDI183,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_AAOT_Wa_211214_3um_2,DBB_AAEO,EMOBON00167,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,92048849,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,2.32,NA,227.4,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEOOSDA_2_HVWGWDSX5.UDI189,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_AAOT_Wa_211214_0.2um_1,DBB_AAEP,EMOBON00168,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,60488400,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,5.18,NA,507.6,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEPOSDA_1_HVWGWDSX5.UDI100,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_AAOT_Wa_211214_0.2um_2,DBB_AAEQ,EMOBON00169,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,60334631,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,4.22,NA,413.6,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEQOSDA_1_HVWGWDSX5.UDI106,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_AAOT_Wa_211214_3um_blank,DBB_AAER,EMOBON00170,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_AAOT_Wa_211214_0.2um_blank,DBB_AAES,EMOBON00171,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_VB_Wa_211018_3um_1,DBB_AAET,EMOBON00172,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,44083789,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:15,basic Genoscope QC,Illumina NovaSeq 6000,0.692,NA,67.8,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAETOSDA_2_HVWGWDSX5.UDI220,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_VB_Wa_211018_3um_2,DBB_AAEW,EMOBON00173,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,58204399,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:11,basic Genoscope QC,Illumina NovaSeq 6000,1.23,NA,126.7,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEWOSDA_2_HVWGWDSX5.UDI215,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_VB_Wa_211018_3um_blank,DBB_AAEX,EMOBON00174,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_VB_Wa_211018_0.2um_1,DBB_AAEY,EMOBON00175,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,62450389,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,4.71,NA,461.6,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEYOSDA_1_HVWGWDSX5.UDI118,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_VB_Wa_211018_0.2um_2,DBB_AAEZ,EMOBON00176,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,80164605,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,12.65,NA,1189.1,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAEZOSDA_1_HVWGWDSX5.UDI112,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
